contractSymbol,expirationDate,lastPrice,spotPrice,strikePrice,ticker,volatility
AAPL230421C00220000,2023-04-21,0.01,160.25,220,AAPL,0.41797457031249996
AAPL230421C00225000,2023-04-21,0.01,160.25,225,AAPL,0.445318046875
AAPL230421C00230000,2023-04-21,0.01,160.25,230,AAPL,0.4687553125
AAPL230421C00235000,2023-04-21,0.01,160.25,235,AAPL,0.46094289062500005
AAPL230421C00240000,2023-04-21,0.01,160.25,240,AAPL,0.48438015625
AAPL230421C00245000,2023-04-21,0.02,160.25,245,AAPL,0.507817421875
AAPL230421C00250000,2023-04-21,0.07,160.25,250,AAPL,0.500005
AAPL230421C00255000,2023-04-21,0.02,160.25,255,AAPL,0.5468795312500001
AAPL230421C00260000,2023-04-21,0.02,160.25,260,AAPL,0.5468795312500001
AAPL230421C00265000,2023-04-21,0.01,160.25,265,AAPL,0.6796907031250001
AAPL230421C00270000,2023-04-21,0.01,160.25,270,AAPL,0.57812921875
AAPL230421C00275000,2023-04-21,0.02,160.25,275,AAPL,0.5937540625000001
AAPL230421C00280000,2023-04-21,0.02,160.25,280,AAPL,0.6093789062500001
AAPL230421C00290000,2023-04-21,0.01,160.25,290,AAPL,0.6562534375000001
AAPL230421C00300000,2023-04-21,0.01,160.25,300,AAPL,0.6875031250000001
AAPL230428C00090000,2023-04-28,65.68,160.25,90,AAPL,1.009770576171875
AAPL230428C00110000,2023-04-28,42.8,160.25,110,AAPL,0.7426783544921874
AAPL230428C00115000,2023-04-28,41.7,160.25,115,AAPL,0.6848176049804688
AAPL230428C00120000,2023-04-28,40.8,160.25,120,AAPL,0.6215858154296876
AAPL230428C00125000,2023-04-28,34.9,160.25,125,AAPL,0.5661664477539063
AAPL230428C00130000,2023-04-28,29.3,160.25,130,AAPL,0.5122119091796875
AAPL230428C00135000,2023-04-28,25.1,160.25,135,AAPL,0.48560084716796875
AAPL230428C00137000,2023-04-28,23.27,160.25,137,AAPL,0.4703422106933594
AAPL230428C00138000,2023-04-28,20.89,160.25,138,AAPL,0.4643608251953125
AAPL230428C00140000,2023-04-28,20.44,160.25,140,AAPL,0.44214425048828127
AAPL230428C00141000,2023-04-28,20.34,160.25,141,AAPL,0.43054768676757815
AAPL230428C00142000,2023-04-28,18.45,160.25,142,AAPL,0.4146787048339844
AAPL230428C00143000,2023-04-28,17.87,160.25,143,AAPL,0.41089456298828125
AAPL230428C00144000,2023-04-28,17.3,160.25,144,AAPL,0.39453730468750003
AAPL230428C00145000,2023-04-28,16.92,160.25,145,AAPL,0.3934386828613281
AAPL230428C00146000,2023-04-28,15.67,160.25,146,AAPL,0.3839172937011719
AAPL230428C00147000,2023-04-28,13.7,160.25,147,AAPL,0.37744763183593744
AAPL230428C00148000,2023-04-28,13.13,160.25,148,AAPL,0.37695935546875
AAPL230428C00149000,2023-04-28,13.43,160.25,149,AAPL,0.3657289990234375
AAPL230428C00150000,2023-04-28,12.85,160.25,150,AAPL,0.3632876171875
AAPL230428C00152500,2023-04-28,10.65,160.25,152.5,AAPL,0.34839518798828123
AAPL230428C00155000,2023-04-28,8.95,160.25,155,AAPL,0.3225165405273437
AAPL230428C00157500,2023-04-28,7.33,160.25,157.5,AAPL,0.307074800415039
AAPL230428C00160000,2023-04-28,5.78,160.25,160,AAPL,0.2919992675781249
AAPL230428C00162500,2023-04-28,4.42,160.25,162.5,AAPL,0.28113511840820304
AAPL230428C00165000,2023-04-28,3.25,160.25,165,AAPL,0.2659985510253906
AAPL230428C00167500,2023-04-28,2.22,160.25,167.5,AAPL,0.25354750366210943
AAPL230428C00170000,2023-04-28,1.52,160.25,170,AAPL,0.24549094360351562
AAPL230428C00172500,2023-04-28,0.99,160.25,172.5,AAPL,0.2386550744628906
AAPL230428C00175000,2023-04-28,0.6,160.25,175,AAPL,0.2299881689453125
AAPL230428C00177500,2023-04-28,0.34,160.25,177.5,AAPL,0.22632609619140626
AAPL230428C00180000,2023-04-28,0.21,160.25,180,AAPL,0.22217574707031246
AAPL230428C00182500,2023-04-28,0.13,160.25,182.5,AAPL,0.22657023437499998
AAPL230428C00185000,2023-04-28,0.08,160.25,185,AAPL,0.233406103515625
AAPL230428C00190000,2023-04-28,0.03,160.25,190,AAPL,0.247077841796875
AAPL230428C00200000,2023-04-28,0.03,160.25,200,AAPL,0.29395237304687494
AAPL230428C00205000,2023-04-28,0.03,160.25,205,AAPL,0.32227240234374993
AAPL230428C00245000,2023-04-28,0.01,160.25,245,AAPL,0.48438015625
AAPL230428C00250000,2023-04-28,0.06,160.25,250,AAPL,0.5039112109375
AAPL230519C00050000,2023-05-19,105,160.25,50,AAPL,1.4404324853515624
AAPL230519C00055000,2023-05-19,100.2,160.25,55,AAPL,1.3437532812499997
AAPL230519C00060000,2023-05-19,98,160.25,60,AAPL,1.2412147314453121
AAPL230519C00065000,2023-05-19,67.15,160.25,65,AAPL,0.000010000000000000003
AAPL230519C00070000,2023-05-19,88.95,160.25,70,AAPL,1.1123091259765625
AAPL230519C00075000,2023-05-19,85.34,160.25,75,AAPL,1.0449266503906252
AAPL230519C00080000,2023-05-19,73,160.25,80,AAPL,0.9653323779296875
AAPL230519C00085000,2023-05-19,70.85,160.25,85,AAPL,0.911133701171875
AAPL230519C00090000,2023-05-19,69.9,160.25,90,AAPL,0.85742330078125
AAPL230519C00095000,2023-05-19,65.4,160.25,95,AAPL,0.7929708203125
AAPL230519C00100000,2023-05-19,60.4,160.25,100,AAPL,0.7502466381835937
AAPL230519C00105000,2023-05-19,49.3,160.25,105,AAPL,0.6972686523437501
AAPL230519C00110000,2023-05-19,51.2,160.25,110,AAPL,0.6481968774414062
AAPL230519C00115000,2023-05-19,44.37,160.25,115,AAPL,0.5986368261718751
AAPL230519C00120000,2023-05-19,40.23,160.25,120,AAPL,0.5570112658691408
AAPL230519C00125000,2023-05-19,36,160.25,125,AAPL,0.5152636364746093
AAPL230519C00130000,2023-05-19,31.25,160.25,130,AAPL,0.49927258544921876
AAPL230519C00135000,2023-05-19,26.9,160.25,135,AAPL,0.45898978515625005
AAPL230519C00140000,2023-05-19,22.7,160.25,140,AAPL,0.4260311303710938
AAPL230519C00145000,2023-05-19,18.35,160.25,145,AAPL,0.3985045501708985
AAPL230519C00150000,2023-05-19,14.5,160.25,150,AAPL,0.3698793481445312
AAPL230519C00155000,2023-05-19,11.1,160.25,155,AAPL,0.3460758752441406
AAPL230519C00160000,2023-05-19,8.1,160.25,160,AAPL,0.3208686077880859
AAPL230519C00165000,2023-05-19,5.45,160.25,165,AAPL,0.30084927673339845
AAPL230519C00170000,2023-05-19,3.33,160.25,170,AAPL,0.2814402911376953
AAPL230519C00175000,2023-05-19,1.91,160.25,175,AAPL,0.2662426892089844
AAPL230519C00180000,2023-05-19,1,160.25,180,AAPL,0.2561109545898438
AAPL230519C00185000,2023-05-19,0.49,160.25,185,AAPL,0.2475661181640625
AAPL230519C00190000,2023-05-19,0.25,160.25,190,AAPL,0.2461012890625
AAPL230519C00195000,2023-05-19,0.11,160.25,195,AAPL,0.2456130126953125
AAPL230519C00200000,2023-05-19,0.08,160.25,200,AAPL,0.25391371093750004
AAPL230519C00205000,2023-05-19,0.05,160.25,205,AAPL,0.26758544921875
AAPL230519C00210000,2023-05-19,0.02,160.25,210,AAPL,0.27637442382812494
AAPL230519C00215000,2023-05-19,0.01,160.25,215,AAPL,0.29688203124999996
AAPL230519C00220000,2023-05-19,0.02,160.25,220,AAPL,0.29492892578124996
AAPL230519C00225000,2023-05-19,0.03,160.25,225,AAPL,0.335944140625
AAPL230519C00230000,2023-05-19,0.03,160.25,230,AAPL,0.34570966796874997
AAPL230519C00235000,2023-05-19,0.01,160.25,235,AAPL,0.3632876171875
AAPL230519C00240000,2023-05-19,0.01,160.25,240,AAPL,0.38086556640624997
AAPL230519C00245000,2023-05-19,0.05,160.25,245,AAPL,0.4101621484375
AAPL230519C00250000,2023-05-19,0.01,160.25,250,AAPL,0.414068359375
AAPL230519C00255000,2023-05-19,0.01,160.25,255,AAPL,0.414068359375
AAPL230519C00260000,2023-05-19,0.01,160.25,260,AAPL,0.42969320312500003
AAPL230519C00270000,2023-05-19,0.02,160.25,270,AAPL,0.5312546875
AAPL230519C00280000,2023-05-19,0.02,160.25,280,AAPL,0.50586431640625
AAPL230519C00290000,2023-05-19,0.03,160.25,290,AAPL,0.51562984375
AAPL230519C00300000,2023-05-19,0.02,160.25,300,AAPL,0.507817421875
AMZN230414C00050000,2023-04-14,51,98.12999725341797,50,AMZN,1.37109689453125
AMZN230414C00055000,2023-04-14,40.02,98.12999725341797,55,AMZN,1.22266013671875
AMZN230414C00065000,2023-04-14,35.74,98.12999725341797,65,AMZN,0.9433599414062499
AMZN230414C00070000,2023-04-14,24,98.12999725341797,70,AMZN,0.79687703125
AMZN230414C00075000,2023-04-14,25.4,98.12999725341797,75,AMZN,0.694338994140625
AMZN230414C00080000,2023-04-14,19.1,98.12999725341797,80,AMZN,0.5825237060546875
AMZN230414C00081000,2023-04-14,13.65,98.12999725341797,81,AMZN,0.585941640625
AMZN230414C00082000,2023-04-14,15.59,98.12999725341797,82,AMZN,0.5493209130859377
AMZN230414C00083000,2023-04-14,16.26,98.12999725341797,83,AMZN,0.5478560839843751
AMZN230414C00084000,2023-04-14,15.17,98.12999725341797,84,AMZN,0.5307664111328125
AMZN230414C00085000,2023-04-14,13.31,98.12999725341797,85,AMZN,0.5180712255859375
AMZN230414C00086000,2023-04-14,13.84,98.12999725341797,86,AMZN,0.53320779296875
AMZN230414C00087000,2023-04-14,14.08,98.12999725341797,87,AMZN,0.5190477783203125
AMZN230414C00088000,2023-04-14,10.2,98.12999725341797,88,AMZN,0.5117236328125
AMZN230414C00089000,2023-04-14,11.19,98.12999725341797,89,AMZN,0.4931691308593751
AMZN230414C00090000,2023-04-14,9.35,98.12999725341797,90,AMZN,0.48071808349609374
AMZN230414C00091000,2023-04-14,8.6,98.12999725341797,91,AMZN,0.4585015087890626
AMZN230414C00092000,2023-04-14,7.4,98.12999725341797,92,AMZN,0.4545952978515625
AMZN230414C00093000,2023-04-14,6.8,98.12999725341797,93,AMZN,0.4467828759765625
AMZN230414C00094000,2023-04-14,6.05,98.12999725341797,94,AMZN,0.42358974853515624
AMZN230414C00095000,2023-04-14,5.5,98.12999725341797,95,AMZN,0.4206600903320313
AMZN230414C00096000,2023-04-14,4.82,98.12999725341797,96,AMZN,0.40820904296875
AMZN230414C00097000,2023-04-14,4.15,98.12999725341797,97,AMZN,0.39722282470703124
AMZN230414C00098000,2023-04-14,3.56,98.12999725341797,98,AMZN,0.3874572973632812
AMZN230414C00099000,2023-04-14,3.15,98.12999725341797,99,AMZN,0.383795224609375
AMZN230414C00100000,2023-04-14,2.6,98.12999725341797,100,AMZN,0.37525038818359374
AMZN230414C00101000,2023-04-14,2.19,98.12999725341797,101,AMZN,0.38721315917968746
AMZN230414C00102000,2023-04-14,1.81,98.12999725341797,102,AMZN,0.38281867187499996
AMZN230414C00103000,2023-04-14,1.49,98.12999725341797,103,AMZN,0.3601138208007812
AMZN230414C00104000,2023-04-14,1.18,98.12999725341797,104,AMZN,0.35938140625
AMZN230414C00105000,2023-04-14,0.99,98.12999725341797,105,AMZN,0.3566958862304687
AMZN230414C00106000,2023-04-14,0.83,98.12999725341797,106,AMZN,0.35156898437499995
AMZN230414C00107000,2023-04-14,0.63,98.12999725341797,107,AMZN,0.3491276025390625
AMZN230414C00108000,2023-04-14,0.54,98.12999725341797,108,AMZN,0.34888346435546874
AMZN230414C00109000,2023-04-14,0.42,98.12999725341797,109,AMZN,0.3481510498046875
AMZN230414C00110000,2023-04-14,0.33,98.12999725341797,110,AMZN,0.3501041552734374
AMZN230414C00111000,2023-04-14,0.27,98.12999725341797,111,AMZN,0.35108070800781244
AMZN230414C00112000,2023-04-14,0.22,98.12999725341797,112,AMZN,0.3544986425781249
AMZN230414C00113000,2023-04-14,0.17,98.12999725341797,113,AMZN,0.358404853515625
AMZN230414C00114000,2023-04-14,0.15,98.12999725341797,114,AMZN,0.3632876171875
AMZN230414C00115000,2023-04-14,0.13,98.12999725341797,115,AMZN,0.36524072265625
AMZN230414C00116000,2023-04-14,0.11,98.12999725341797,116,AMZN,0.3711000390625
AMZN230414C00117000,2023-04-14,0.1,98.12999725341797,117,AMZN,0.379889013671875
AMZN230414C00118000,2023-04-14,0.09,98.12999725341797,118,AMZN,0.38867798828125
AMZN230414C00119000,2023-04-14,0.06,98.12999725341797,119,AMZN,0.387701435546875
AMZN230414C00120000,2023-04-14,0.05,98.12999725341797,120,AMZN,0.39258419921875
AMZN230414C00125000,2023-04-14,0.03,98.12999725341797,125,AMZN,0.44727115234375
AMZN230414C00130000,2023-04-14,0.02,98.12999725341797,130,AMZN,0.49609878906250005
AMZN230414C00135000,2023-04-14,0.01,98.12999725341797,135,AMZN,0.5312546875
AMZN230414C00140000,2023-04-14,0.02,98.12999725341797,140,AMZN,0.5468795312500001
AMZN230421C00045000,2023-04-21,54.2,98.12999725341797,45,AMZN,1.3847687011718748
AMZN230421C00050000,2023-04-21,50.85,98.12999725341797,50,AMZN,1.236331943359375
AMZN230421C00055000,2023-04-21,45.45,98.12999725341797,55,AMZN,1.5004907788085937
AMZN230421C00060000,2023-04-21,40.93,98.12999725341797,60,AMZN,0.9531254687499999
AMZN230421C00065000,2023-04-21,35.34,98.12999725341797,65,AMZN,0.858399853515625
AMZN230421C00070000,2023-04-21,28.5,98.12999725341797,70,AMZN,0.737307314453125
AMZN230421C00075000,2023-04-21,23.55,98.12999725341797,75,AMZN,0.6455113574218749
AMZN230421C00080000,2023-04-21,18.4,98.12999725341797,80,AMZN,0.5581098876953126
AMZN230421C00085000,2023-04-21,14.12,98.12999725341797,85,AMZN,0.5231981274414061
AMZN230421C00090000,2023-04-21,9.81,98.12999725341797,90,AMZN,0.46582565429687506
AMZN230421C00095000,2023-04-21,6.05,98.12999725341797,95,AMZN,0.41345801391601555
AMZN230421C00100000,2023-04-21,3.25,98.12999725341797,100,AMZN,0.3809876354980468
AMZN230421C00105000,2023-04-21,1.42,98.12999725341797,105,AMZN,0.3544986425781249
AMZN230421C00110000,2023-04-21,0.58,98.12999725341797,110,AMZN,0.3481510498046875
AMZN230421C00115000,2023-04-21,0.23,98.12999725341797,115,AMZN,0.35645174804687496
AMZN230421C00120000,2023-04-21,0.11,98.12999725341797,120,AMZN,0.3789124609375
AMZN230421C00125000,2023-04-21,0.05,98.12999725341797,125,AMZN,0.398443515625
AMZN230421C00130000,2023-04-21,0.05,98.12999725341797,130,AMZN,0.4414118359375
AMZN230421C00135000,2023-04-21,0.03,98.12999725341797,135,AMZN,0.46094289062500005
AMZN230421C00140000,2023-04-21,0.02,98.12999725341797,140,AMZN,0.48438015625
AMZN230421C00145000,2023-04-21,0.01,98.12999725341797,145,AMZN,0.5117236328125
AMZN230421C00150000,2023-04-21,0.01,98.12999725341797,150,AMZN,0.5507857421875001
AMZN230421C00155000,2023-04-21,0.01,98.12999725341797,155,AMZN,0.5625043750000001
AMZN230421C00160000,2023-04-21,0.01,98.12999725341797,160,AMZN,0.6015664843750002
AMZN230421C00165000,2023-04-21,0.01,98.12999725341797,165,AMZN,0.5937540625000001
AMZN230421C00170000,2023-04-21,0.01,98.12999725341797,170,AMZN,0.6250037500000001
AMZN230421C00175000,2023-04-21,0.02,98.12999725341797,175,AMZN,0.6562534375000001
AMZN230421C00180000,2023-04-21,0.01,98.12999725341797,180,AMZN,0.6875031250000001
AMZN230421C00185000,2023-04-21,0.01,98.12999725341797,185,AMZN,0.7187528125
AMZN230421C00190000,2023-04-21,0.01,98.12999725341797,190,AMZN,0.7500025
AMZN230421C00195000,2023-04-21,0.01,98.12999725341797,195,AMZN,0.7656273437500001
AMZN230421C00200000,2023-04-21,0.01,98.12999725341797,200,AMZN,0.79687703125
AMZN230421C00205000,2023-04-21,0.01,98.12999725341797,205,AMZN,0.8125018749999999
AMZN230421C00210000,2023-04-21,0.01,98.12999725341797,210,AMZN,0.8437515624999999
AMZN230421C00215000,2023-04-21,0.01,98.12999725341797,215,AMZN,0.87500125
AMZN230428C00060000,2023-04-28,39.19,98.12999725341797,60,AMZN,0.9418951123046875
AMZN230428C00070000,2023-04-28,27.55,98.12999725341797,70,AMZN,0.7563500927734376
AMZN230428C00075000,2023-04-28,24.6,98.12999725341797,75,AMZN,0.6655306884765627
AMZN230428C00080000,2023-04-28,21.1,98.12999725341797,80,AMZN,0.6191444335937502
AMZN230428C00081000,2023-04-28,19.75,98.12999725341797,81,AMZN,0.6118202880859377
AMZN230428C00082000,2023-04-28,14.5,98.12999725341797,82,AMZN,0.5954630297851562
AMZN230428C00083000,2023-04-28,12.5,98.12999725341797,83,AMZN,0.5922892333984376
AMZN230428C00084000,2023-04-28,15.37,98.12999725341797,84,AMZN,0.5805706005859376
AMZN230428C00085000,2023-04-28,14.9,98.12999725341797,85,AMZN,0.5554243676757813
AMZN230428C00086000,2023-04-28,14.06,98.12999725341797,86,AMZN,0.5449264257812501
AMZN230428C00087000,2023-04-28,12.08,98.12999725341797,87,AMZN,0.5444381494140625
AMZN230428C00088000,2023-04-28,14.25,98.12999725341797,88,AMZN,0.52539537109375
AMZN230428C00089000,2023-04-28,11.6,98.12999725341797,89,AMZN,0.534184345703125
AMZN230428C00090000,2023-04-28,11.1,98.12999725341797,90,AMZN,0.5151415673828125
AMZN230428C00091000,2023-04-28,9.88,98.12999725341797,91,AMZN,0.5045215563964844
AMZN230428C00092000,2023-04-28,9.47,98.12999725341797,92,AMZN,0.5039112109375
AMZN230428C00093000,2023-04-28,8.4,98.12999725341797,93,AMZN,0.501103621826172
AMZN230428C00094000,2023-04-28,8.05,98.12999725341797,94,AMZN,0.5158739819335938
AMZN230428C00095000,2023-04-28,7.6,98.12999725341797,95,AMZN,0.5039112109375
AMZN230428C00096000,2023-04-28,6.82,98.12999725341797,96,AMZN,0.49023947265625006
AMZN230428C00097000,2023-04-28,6.25,98.12999725341797,97,AMZN,0.4788870471191406
AMZN230428C00098000,2023-04-28,5.7,98.12999725341797,98,AMZN,0.4779104943847656
AMZN230428C00099000,2023-04-28,5.2,98.12999725341797,99,AMZN,0.5035450036621094
AMZN230428C00100000,2023-04-28,4.7,98.12999725341797,100,AMZN,0.481450498046875
AMZN230428C00101000,2023-04-28,4.19,98.12999725341797,101,AMZN,0.46143116699218756
AMZN230428C00102000,2023-04-28,3.85,98.12999725341797,102,AMZN,0.48901878173828134
AMZN230428C00103000,2023-04-28,3.4,98.12999725341797,103,AMZN,0.4854787780761719
AMZN230428C00104000,2023-04-28,3,98.12999725341797,104,AMZN,0.4797415307617187
AMZN230428C00105000,2023-04-28,2.68,98.12999725341797,105,AMZN,0.4401911450195312
AMZN230428C00106000,2023-04-28,2.34,98.12999725341797,106,AMZN,0.4426325268554688
AMZN230428C00107000,2023-04-28,2.17,98.12999725341797,107,AMZN,0.43604079589843747
AMZN230428C00108000,2023-04-28,1.94,98.12999725341797,108,AMZN,0.4379939013671875
AMZN230428C00109000,2023-04-28,1.61,98.12999725341797,109,AMZN,0.4335994140625
AMZN230428C00110000,2023-04-28,1.46,98.12999725341797,110,AMZN,0.43018147949218755
AMZN230428C00111000,2023-04-28,1.3,98.12999725341797,111,AMZN,0.4274959594726563
AMZN230428C00112000,2023-04-28,1.12,98.12999725341797,112,AMZN,0.4265194067382813
AMZN230428C00113000,2023-04-28,0.99,98.12999725341797,113,AMZN,0.42578699218750005
AMZN230428C00114000,2023-04-28,0.84,98.12999725341797,114,AMZN,0.4260311303710938
AMZN230428C00115000,2023-04-28,0.76,98.12999725341797,115,AMZN,0.42578699218750005
AMZN230428C00116000,2023-04-28,0.67,98.12999725341797,116,AMZN,0.428716650390625
AMZN230428C00117000,2023-04-28,0.57,98.12999725341797,117,AMZN,0.4335994140625
AMZN230428C00118000,2023-04-28,0.51,98.12999725341797,118,AMZN,0.4274959594726563
AMZN230428C00119000,2023-04-28,0.45,98.12999725341797,119,AMZN,0.4292049267578125
AMZN230428C00120000,2023-04-28,0.4,98.12999725341797,120,AMZN,0.43408769042968753
AMZN230428C00125000,2023-04-28,0.21,98.12999725341797,125,AMZN,0.44043528320312497
AMZN230428C00130000,2023-04-28,0.11,98.12999725341797,130,AMZN,0.45117736328125
AMZN230428C00135000,2023-04-28,0.08,98.12999725341797,135,AMZN,0.47461462890625
AMZN230428C00140000,2023-04-28,0.04,98.12999725341797,140,AMZN,0.4687553125
AMZN230519C00050000,2023-05-19,51.06,98.12999725341797,50,AMZN,0.989257919921875
AMZN230519C00055000,2023-05-19,41.38,98.12999725341797,55,AMZN,0.893555751953125
AMZN230519C00060000,2023-05-19,37.95,98.12999725341797,60,AMZN,0.8208025732421874
AMZN230519C00065000,2023-05-19,27.05,98.12999725341797,65,AMZN,0.7377955908203124
AMZN230519C00070000,2023-05-19,28.7,98.12999725341797,70,AMZN,0.6713900048828126
AMZN230519C00075000,2023-05-19,24.3,98.12999725341797,75,AMZN,0.6152382226562501
