contractSymbol,expirationDate,index,lastPrice,spotPrice,strikePrice,ticker,volatility
AAPL230414C00149000,2023-04-14,27,9.3,159.70509338378906,149,AAPL,0.3684145190429688
AAPL230414C00150000,2023-04-14,28,10.83,159.70509338378906,150,AAPL,0.36694968994140625
AAPL230414C00152500,2023-04-14,29,8.58,159.70509338378906,152.5,AAPL,0.3311834460449219
AAPL230414C00155000,2023-04-14,30,6.87,159.70509338378906,155,AAPL,0.30884480224609373
AAPL230414C00157500,2023-04-14,31,4.9,159.70509338378906,157.5,AAPL,0.28552960571289054
AAPL230414C00160000,2023-04-14,32,3.4,159.70509338378906,160,AAPL,0.2612378564453125
AAPL230414C00162500,2023-04-14,33,2.11,159.70509338378906,162.5,AAPL,0.24097438720703124
AAPL230414C00165000,2023-04-14,34,1.16,159.70509338378906,165,AAPL,0.22486126708984372
AAPL230414C00167500,2023-04-14,35,0.56,159.70509338378906,167.5,AAPL,0.2111895288085937
AAPL230414C00170000,2023-04-14,36,0.27,159.70509338378906,170,AAPL,0.20508607421874997
AAPL230414C00172500,2023-04-14,37,0.12,159.70509338378906,172.5,AAPL,0.20459779785156246
AAPL230414C00175000,2023-04-14,38,0.06,159.70509338378906,175,AAPL,0.20899228515624996
AAPL230414C00177500,2023-04-14,39,0.03,159.70509338378906,177.5,AAPL,0.22266402343749997
AAPL230414C00180000,2023-04-14,40,0.02,159.70509338378906,180,AAPL,0.22657023437499998
AAPL230414C00182500,2023-04-14,41,0.01,159.70509338378906,182.5,AAPL,0.2617261328125
AAPL230414C00185000,2023-04-14,42,0.01,159.70509338378906,185,AAPL,0.28516339843749994
AAPL230414C00187500,2023-04-14,43,0.03,159.70509338378906,187.5,AAPL,0.3086006640625
AAPL230414C00190000,2023-04-14,44,0.03,159.70509338378906,190,AAPL,0.31641308593749995
AAPL230414C00195000,2023-04-14,45,0.01,159.70509338378906,195,AAPL,0.35547519531249994
AAPL230414C00200000,2023-04-14,46,0.01,159.70509338378906,200,AAPL,0.39453730468750003
AAPL230414C00210000,2023-04-14,47,0.02,159.70509338378906,210,AAPL,0.437505625
AAPL230414C00215000,2023-04-14,48,0.02,159.70509338378906,215,AAPL,0.476567734375
AAPL230414C00220000,2023-04-14,49,0.01,159.70509338378906,220,AAPL,0.507817421875
AAPL230414C00235000,2023-04-14,50,0.02,159.70509338378906,235,AAPL,0.5625043750000001
AAPL230414C00245000,2023-04-14,51,0.01,159.70509338378906,245,AAPL,0.6250037500000001
AMZN230414C00050000,2023-04-14,52,51,99.58999633789062,50,AMZN,1.9746095019531251
AMZN230414C00055000,2023-04-14,53,40.02,99.58999633789062,55,AMZN,1.6298846630859374
AMZN230414C00065000,2023-04-14,54,35.74,99.58999633789062,65,AMZN,1.369143779296875
AMZN230414C00070000,2023-04-14,55,24,99.58999633789062,70,AMZN,1.0947310888671877
AMZN230414C00075000,2023-04-14,56,25.4,99.58999633789062,75,AMZN,0.9091805957031249
AMZN230414C00080000,2023-04-14,57,19.8,99.58999633789062,80,AMZN,0.7885763330078125
AMZN230414C00081000,2023-04-14,58,13.65,99.58999633789062,81,AMZN,0.7397486962890624
AMZN230414C00082000,2023-04-14,59,15.59,99.58999633789062,82,AMZN,0.6914093359375001
AMZN230414C00083000,2023-04-14,60,16.26,99.58999633789062,83,AMZN,0.69336244140625
AMZN230414C00084000,2023-04-14,61,15.17,99.58999633789062,84,AMZN,0.659183095703125
AMZN230414C00085000,2023-04-14,62,12.31,99.58999633789062,85,AMZN,0.6381872119140625
AMZN230414C00086000,2023-04-14,63,12.65,99.58999633789062,86,AMZN,0.5976602734375001
AMZN230414C00087000,2023-04-14,64,10.25,99.58999633789062,87,AMZN,0.5808147387695313
AMZN230414C00088000,2023-04-14,65,11.7,99.58999633789062,88,AMZN,0.5461471166992189
AMZN230414C00089000,2023-04-14,66,11.19,99.58999633789062,89,AMZN,0.5366257275390626
AMZN230414C00090000,2023-04-14,67,10.57,99.58999633789062,90,AMZN,0.5102588037109376
AMZN230414C00091000,2023-04-14,68,7.68,99.58999633789062,91,AMZN,0.51758294921875
AMZN230414C00092000,2023-04-14,69,6.19,99.58999633789062,92,AMZN,0.495122236328125
AMZN230414C00093000,2023-04-14,70,8.1,99.58999633789062,93,AMZN,0.49341326904296884
AMZN230414C00094000,2023-04-14,71,7.3,99.58999633789062,94,AMZN,0.45898978515625005
AMZN230414C00095000,2023-04-14,72,5.93,99.58999633789062,95,AMZN,0.44336494140625
AMZN230414C00096000,2023-04-14,73,5.55,99.58999633789062,96,AMZN,0.43066975585937506
AMZN230414C00097000,2023-04-14,74,4.8,99.58999633789062,97,AMZN,0.414068359375
AMZN230414C00098000,2023-04-14,75,4.11,99.58999633789062,98,AMZN,0.41138283935546877
AMZN230414C00099000,2023-04-14,76,3.55,99.58999633789062,99,AMZN,0.3857483300781249
AMZN230414C00100000,2023-04-14,77,2.93,99.58999633789062,100,AMZN,0.36914693359375
AMZN230414C00101000,2023-04-14,78,2.52,99.58999633789062,101,AMZN,0.36780417358398443
AMZN230414C00102000,2023-04-14,79,2.01,99.58999633789062,102,AMZN,0.3557193334960937
AMZN230414C00103000,2023-04-14,80,1.63,99.58999633789062,103,AMZN,0.3518131225585937
AMZN230414C00104000,2023-04-14,81,1.28,99.58999633789062,104,AMZN,0.34278000976562495
AMZN230414C00105000,2023-04-14,82,1.03,99.58999633789062,105,AMZN,0.340826904296875
AMZN230414C00106000,2023-04-14,83,0.8,99.58999633789062,106,AMZN,0.33374689697265625
AMZN230414C00107000,2023-04-14,84,0.6,99.58999633789062,107,AMZN,0.334967587890625
AMZN230414C00108000,2023-04-14,85,0.44,99.58999633789062,108,AMZN,0.33447931152343746
AMZN230414C00109000,2023-04-14,86,0.31,99.58999633789062,109,AMZN,0.3320379296875
AMZN230414C00110000,2023-04-14,87,0.28,99.58999633789062,110,AMZN,0.331061376953125
AMZN230414C00111000,2023-04-14,88,0.12,99.58999633789062,111,AMZN,0.33740896972656254
AMZN230414C00112000,2023-04-14,89,0.14,99.58999633789062,112,AMZN,0.3437565625
AMZN230414C00113000,2023-04-14,90,0.07,99.58999633789062,113,AMZN,0.34668622070312494
AMZN230414C00114000,2023-04-14,91,0.06,99.58999633789062,114,AMZN,0.34570966796874997
AMZN230414C00115000,2023-04-14,92,0.06,99.58999633789062,115,AMZN,0.35156898437499995
AMZN230414C00116000,2023-04-14,93,0.05,99.58999633789062,116,AMZN,0.36817038085937503
AMZN230414C00117000,2023-04-14,94,0.04,99.58999633789062,117,AMZN,0.370123486328125
AMZN230414C00118000,2023-04-14,95,0.04,99.58999633789062,118,AMZN,0.37695935546875
AMZN230414C00119000,2023-04-14,96,0.03,99.58999633789062,119,AMZN,0.38281867187499996
AMZN230414C00120000,2023-04-14,97,0.03,99.58999633789062,120,AMZN,0.38672488281249995
AMZN230414C00125000,2023-04-14,98,0.03,99.58999633789062,125,AMZN,0.4414118359375
AMZN230414C00130000,2023-04-14,99,0.01,99.58999633789062,130,AMZN,0.507817421875
AMZN230414C00135000,2023-04-14,100,0.01,99.58999633789062,135,AMZN,0.507817421875
AMZN230414C00140000,2023-04-14,101,0.02,99.58999633789062,140,AMZN,0.5625043750000001
TSLA230414C00020000,2023-04-14,102,167.8,194.0478057861328,20,TSLA,5.785159018554687
TSLA230414C00050000,2023-04-14,103,145.04,194.0478057861328,50,TSLA,3.44531388671875
TSLA230414C00080000,2023-04-14,104,114.3,194.0478057861328,80,TSLA,2.232426293945312
TSLA230414C00090000,2023-04-14,105,98.77,194.0478057861328,90,TSLA,2.0293018017578124
TSLA230414C00095000,2023-04-14,106,93.83,194.0478057861328,95,TSLA,1.8916021044921876
TSLA230414C00100000,2023-04-14,107,87.16,194.0478057861328,100,TSLA,1.8437507812499998
TSLA230414C00105000,2023-04-14,108,84.29,194.0478057861328,105,TSLA,1.68359533203125
TSLA230414C00110000,2023-04-14,109,83.47,194.0478057861328,110,TSLA,1.5810567822265622
TSLA230414C00115000,2023-04-14,110,75.8,194.0478057861328,115,TSLA,1.5385765258789061
TSLA230414C00120000,2023-04-14,111,68.13,194.0478057861328,120,TSLA,1.3857452587890622
TSLA230414C00125000,2023-04-14,112,68.25,194.0478057861328,125,TSLA,1.3056675341796873
TSLA230414C00130000,2023-04-14,113,57.15,194.0478057861328,130,TSLA,1.18359783203125
TSLA230414C00135000,2023-04-14,114,59.95,194.0478057861328,135,TSLA,1.119145029296875
TSLA230414C00140000,2023-04-14,115,49.61,194.0478057861328,140,TSLA,1.0376024682617189
TSLA230414C00145000,2023-04-14,116,44.85,194.0478057861328,145,TSLA,0.9223640576171875
TSLA230414C00147000,2023-04-14,117,45,194.0478057861328,147,TSLA,0.9477544287109375
TSLA230414C00148000,2023-04-14,118,46,194.0478057861328,148,TSLA,0.9707034179687499
TSLA230414C00149000,2023-04-14,119,42.85,194.0478057861328,149,TSLA,0.956055126953125
TSLA230414C00150000,2023-04-14,120,40.4,194.0478057861328,150,TSLA,0.92187578125
TSLA230414C00152500,2023-04-14,121,42,194.0478057861328,152.5,TSLA,0.9057626611328125
TSLA230414C00155000,2023-04-14,122,35.55,194.0478057861328,155,TSLA,0.8488784643554688
TSLA230414C00157500,2023-04-14,123,33.27,194.0478057861328,157.5,TSLA,0.8684095190429688
TSLA230414C00160000,2023-04-14,124,35.64,194.0478057861328,160,TSLA,0.835695002441406
TSLA230414C00162500,2023-04-14,125,33.47,194.0478057861328,162.5,TSLA,0.7906515075683593
TSLA230414C00165000,2023-04-14,126,31.86,194.0478057861328,165,TSLA,0.7875997802734375
TSLA230414C00167500,2023-04-14,127,23.93,194.0478057861328,167.5,TSLA,0.7553735400390625
TSLA230414C00170000,2023-04-14,128,22.8,194.0478057861328,170,TSLA,0.7331569653320311
TSLA230414C00172500,2023-04-14,129,20.85,194.0478057861328,172.5,TSLA,0.7396266271972656
TSLA230414C00175000,2023-04-14,130,21.85,194.0478057861328,175,TSLA,0.6982452050781252
TSLA230414C00177500,2023-04-14,131,19.95,194.0478057861328,177.5,TSLA,0.7081328015136719
TSLA230414C00180000,2023-04-14,132,19.62,194.0478057861328,180,TSLA,0.6793244958496094
TSLA230414C00182500,2023-04-14,133,18.05,194.0478057861328,182.5,TSLA,0.6848176049804688
TSLA230414C00185000,2023-04-14,134,16,194.0478057861328,185,TSLA,0.6760286303710938
TSLA230414C00187500,2023-04-14,135,14.55,194.0478057861328,187.5,TSLA,0.6497837756347657
TSLA230414C00190000,2023-04-14,136,13.1,194.0478057861328,190,TSLA,0.6420934228515626
TSLA230414C00192500,2023-04-14,137,11.5,194.0478057861328,192.5,TSLA,0.6533237792968751
TSLA230414C00195000,2023-04-14,138,10.25,194.0478057861328,195,TSLA,0.6347692773437501
TSLA230414C00197500,2023-04-14,139,8.95,194.0478057861328,197.5,TSLA,0.6257361645507813
TSLA230414C00200000,2023-04-14,140,8,194.0478057861328,200,TSLA,0.6323278955078125
TSLA230414C00202500,2023-04-14,141,6.75,194.0478057861328,202.5,TSLA,0.6213416772460938
TSLA230414C00205000,2023-04-14,142,6.04,194.0478057861328,205,TSLA,0.6138954626464845
TSLA230414C00207500,2023-04-14,143,5.07,194.0478057861328,207.5,TSLA,0.6137733935546876
TSLA230414C00210000,2023-04-14,144,4.55,194.0478057861328,210,TSLA,0.6014444152832032
TSLA230414C00212500,2023-04-14,145,3.9,194.0478057861328,212.5,TSLA,0.5988809643554689
TSLA230414C00215000,2023-04-14,146,3.3,194.0478057861328,215,TSLA,0.5983926879882813
TSLA230414C00217500,2023-04-14,147,2.82,194.0478057861328,217.5,TSLA,0.5961954443359375
TSLA230414C00220000,2023-04-14,148,2.42,194.0478057861328,220,TSLA,0.5988809643554689
TSLA230414C00225000,2023-04-14,149,1.77,194.0478057861328,225,TSLA,0.6003457934570313
TSLA230414C00230000,2023-04-14,150,1.23,194.0478057861328,230,TSLA,0.6064492480468751
TSLA230414C00235000,2023-04-14,151,0.95,194.0478057861328,235,TSLA,0.6066933862304689
TSLA230414C00240000,2023-04-14,152,0.67,194.0478057861328,240,TSLA,0.6147499462890625
TSLA230414C00245000,2023-04-14,153,0.49,194.0478057861328,245,TSLA,0.6250037500000001
TSLA230414C00250000,2023-04-14,154,0.4,194.0478057861328,250,TSLA,0.631839619140625
TSLA230414C00255000,2023-04-14,155,0.29,194.0478057861328,255,TSLA,0.6435582519531251
TSLA230414C00260000,2023-04-14,156,0.23,194.0478057861328,260,TSLA,0.6562534375000001
TSLA230414C00265000,2023-04-14,157,0.18,194.0478057861328,265,TSLA,0.6640658593750002
TSLA230414C00270000,2023-04-14,158,0.13,194.0478057861328,270,TSLA,0.6816438085937502
TSLA230414C00275000,2023-04-14,159,0.11,194.0478057861328,275,TSLA,0.69336244140625
TSLA230414C00280000,2023-04-14,160,0.1,194.0478057861328,280,TSLA,0.7070341796875
TSLA230414C00285000,2023-04-14,161,0.07,194.0478057861328,285,TSLA,0.72070591796875
TSLA230414C00290000,2023-04-14,162,0.07,194.0478057861328,290,TSLA,0.7304714453125
TSLA230414C00295000,2023-04-14,163,0.06,194.0478057861328,295,TSLA,0.7460962890625
TSLA230414C00300000,2023-04-14,164,0.04,194.0478057861328,300,TSLA,0.7617211328125001
TSLA230414C00310000,2023-04-14,165,0.04,194.0478057861328,310,TSLA,0.7851583984375
TSLA230414C00320000,2023-04-14,166,0.03,194.0478057861328,320,TSLA,0.8203142968749999
TSLA230414C00330000,2023-04-14,167,0.03,194.0478057861328,330,TSLA,0.8281267187499999
TSLA230414C00340000,2023-04-14,168,0.02,194.0478057861328,340,TSLA,0.851563984375
TSLA230414C00350000,2023-04-14,169,0.01,194.0478057861328,350,TSLA,0.914063359375
TSLA230414C00360000,2023-04-14,170,0.02,194.0478057861328,360,TSLA,0.8984385156249999
