ticker, spotPrice, strikePrice, expiry, volatility, optionPrice,predictedPrice, timeTaken 
TID_0_bumped_vol_6.0000,78.81092554,78.81092554,1.970273138,0.626546858,30.17107672,,
TID_0_bumped_vol_-7.0000,78.81092554,78.81092554,1.970273138,0.549706206,29.4066407,,
TID_0_bumped_vol_7.0000,78.81092554,78.81092554,1.970273138,0.632457677,30.23406928,,
TID_0_bumped_time_to_maturity_-34.0000,78.81092554,78.81092554,1.300380271,0.591081942,23.67207921,,
TID_0_bumped_time_to_maturity_-9.0000,78.81092554,78.81092554,1.792948556,0.591081942,28.37700181,,
TID_0_bumped_time_to_maturity_-39.0000,78.81092554,78.81092554,1.201866614,0.591081942,22.60130381,,
TID_0_bumped_time_to_maturity_-44.0000,78.81092554,78.81092554,1.103352958,0.591081942,21.48538635,,
TID_0_bumped_time_to_maturity_-49.0000,78.81092554,78.81092554,1.004839301,0.591081942,20.32154239,,
TID_0_bumped_time_to_maturity_-54.0000,78.81092554,78.81092554,0.906325644,0.591081942,19.10574267,,
TID_0_bumped_time_to_maturity_-14.0000,78.81092554,78.81092554,1.694434899,0.591081942,27.52036411,,
TID_0_bumped_time_to_maturity_-59.0000,78.81092554,78.81092554,0.807811987,0.591081942,17.83359089,,
TID_0_bumped_time_to_maturity_-64.0000,78.81092554,78.81092554,0.70929833,0.591081942,16.49812272,,
TID_0_bumped_time_to_maturity_-4.0000,78.81092554,78.81092554,1.891462213,0.591081942,29.19305527,,
TID_0_bumped_time_to_maturity_-69.0000,78.81092554,78.81092554,0.610784673,0.591081942,15.09030644,,
TID_0_bumped_time_to_maturity_-74.0000,78.81092554,78.81092554,0.512271016,0.591081942,13.59583344,,
TID_0_bumped_time_to_maturity_-79.0000,78.81092554,78.81092554,0.413757359,0.591081942,11.99227787,,
TID_0_bumped_time_to_maturity_-19.0000,78.81092554,78.81092554,1.595921242,0.591081942,26.62184474,,
TID_0_bumped_time_to_maturity_-84.0000,78.81092554,78.81092554,0.315243702,0.591081942,10.24226566,,
TID_0_bumped_time_to_maturity_-89.0000,78.81092554,78.81092554,0.216730045,0.591081942,8.272906214,,
TID_0_bumped_time_to_maturity_-94.0000,78.81092554,78.81092554,0.118216388,0.591081942,5.906163799,,
TID_0_bumped_time_to_maturity_-99.0000,78.81092554,78.81092554,0.019702731,0.591081942,2.275785904,,
TID_0_bumped_time_to_maturity_-24.0000,78.81092554,78.81092554,1.497407585,0.591081942,25.68144704,,
TID_0_bumped_time_to_maturity_-29.0000,78.81092554,78.81092554,1.398893928,0.591081942,24.69841942,,
TID_1,78.31083438,78.31083438,1.95777086,0.587331258,29.42316583,,
TID_1_bumped_spot_-8.0000,72.04596763,78.31083438,1.95777086,0.587331258,24.55317367,,
TID_1_bumped_spot_-2.0000,76.74461769,78.31083438,1.95777086,0.587331258,28.17438857,,
TID_1_bumped_spot_2.0000,79.87705107,78.31083438,1.95777086,0.587331258,30.68911155,,
TID_1_bumped_spot_8.0000,84.57570113,78.31083438,1.95777086,0.587331258,34.56441422,,
TID_1_bumped_spot_-9.0000,71.26285929,78.31083438,1.95777086,0.587331258,23.96563081,,
TID_1_bumped_spot_9.0000,85.35880948,78.31083438,1.95777086,0.587331258,35.22148586,,
TID_1_bumped_spot_-10.0000,70.47975094,78.31083438,1.95777086,0.587331258,23.38468674,,
TID_1_bumped_spot_-3.0000,75.96150935,78.31083438,1.95777086,0.587331258,27.55504923,,
TID_1_bumped_spot_3.0000,80.66015941,78.31083438,1.95777086,0.587331258,31.32551232,,
TID_1_bumped_spot_-4.0000,75.17840101,78.31083438,1.95777086,0.587331258,26.94376903,,
TID_1_bumped_spot_-1.0000,77.52772604,78.31083438,1.95777086,0.587331258,28.79638129,,
TID_1_bumped_spot_1.0000,79.09394273,78.31083438,1.95777086,0.587331258,30.05512388,,
TID_1_bumped_spot_4.0000,81.44326776,78.31083438,1.95777086,0.587331258,31.96573945,,
TID_1_bumped_spot_-5.0000,74.39529266,78.31083438,1.95777086,0.587331258,26.33958694,,
TID_1_bumped_spot_5.0000,82.2263761,78.31083438,1.95777086,0.587331258,32.61131393,,
TID_1_bumped_spot_-6.0000,73.61218432,78.31083438,1.95777086,0.587331258,25.74153669,,
TID_1_bumped_spot_6.0000,83.00948444,78.31083438,1.95777086,0.587331258,33.25946071,,
TID_1_bumped_spot_-7.0000,72.82907597,78.31083438,1.95777086,0.587331258,25.14582204,,
TID_1_bumped_spot_7.0000,83.79259279,78.31083438,1.95777086,0.587331258,33.91061609,,
TID_1_bumped_strike_-8.0000,78.31083438,72.04596763,1.95777086,0.587331258,32.21942555,,
TID_1_bumped_strike_-2.0000,78.31083438,76.74461769,1.95777086,0.587331258,30.10073156,,
TID_1_bumped_strike_2.0000,78.31083438,79.87705107,1.95777086,0.587331258,28.76273739,,
TID_1_bumped_strike_8.0000,78.31083438,84.57570113,1.95777086,0.587331258,26.89628346,,
TID_1_bumped_strike_-9.0000,78.31083438,71.26285929,1.95777086,0.587331258,32.58651367,,
TID_1_bumped_strike_9.0000,78.31083438,85.35880948,1.95777086,0.587331258,26.59801862,,
TID_1_bumped_strike_-10.0000,78.31083438,70.47975094,1.95777086,0.587331258,32.9602222,,
TID_1_bumped_strike_-3.0000,78.31083438,75.96150935,1.95777086,0.587331258,30.44319041,,
TID_1_bumped_strike_3.0000,78.31083438,80.66015941,1.95777086,0.587331258,28.4372563,,
TID_1_bumped_strike_-4.0000,78.31083438,75.17840101,1.95777086,0.587331258,30.7901341,,
TID_1_bumped_strike_-1.0000,78.31083438,77.52772604,1.95777086,0.587331258,29.76090329,,
TID_1_bumped_strike_1.0000,78.31083438,79.09394273,1.95777086,0.587331258,29.09059437,,
TID_1_bumped_strike_4.0000,78.31083438,81.44326776,1.95777086,0.587331258,28.11878484,,
TID_1_bumped_strike_-5.0000,78.31083438,74.39529266,1.95777086,0.587331258,31.14252248,,
TID_1_bumped_strike_5.0000,78.31083438,82.2263761,1.95777086,0.587331258,27.80691395,,
TID_1_bumped_strike_-6.0000,78.31083438,73.61218432,1.95777086,0.587331258,31.49802484,,
TID_1_bumped_strike_6.0000,78.31083438,83.00948444,1.95777086,0.587331258,27.50101977,,
TID_1_bumped_strike_-7.0000,78.31083438,72.82907597,1.95777086,0.587331258,31.85675417,,
TID_1_bumped_strike_7.0000,78.31083438,83.79259279,1.95777086,0.587331258,27.19760172,,
TID_1_bumped_ir_-0.9000,78.31083438,78.31083438,1.95777086,0.587331258,29.3261554,,
TID_1_bumped_ir_-0.7000,78.31083438,78.31083438,1.95777086,0.587331258,29.34768851,,
TID_1_bumped_ir_-0.5000,78.31083438,78.31083438,1.95777086,0.587331258,29.3692223,,
TID_1_bumped_ir_0.4000,78.31083438,78.31083438,1.95777086,0.587331258,29.46643691,,
TID_1_bumped_ir_0.5000,78.31083438,78.31083438,1.95777086,0.587331258,29.47726819,,
TID_1_bumped_ir_0.3000,78.31083438,78.31083438,1.95777086,0.587331258,29.45560922,,
TID_1_bumped_ir_0.7000,78.31083438,78.31083438,1.95777086,0.587331258,29.49894877,,
TID_1_bumped_ir_-0.0000,78.31083438,78.31083438,1.95777086,0.587331258,29.42316583,,
TID_1_bumped_ir_-0.4000,78.31083438,78.31083438,1.95777086,0.587331258,29.37998945,,
TID_1_bumped_ir_-0.3000,78.31083438,78.31083438,1.95777086,0.587331258,29.39076628,,
TID_1_bumped_ir_0.9000,78.31083438,78.31083438,1.95777086,0.587331258,29.52064274,,
TID_1_bumped_ir_0.1000,78.31083438,78.31083438,1.95777086,0.587331258,29.43398012,,
TID_1_bumped_ir_-1.0000,78.31083438,78.31083438,1.95777086,0.587331258,29.3153891,,
TID_1_bumped_ir_0.6000,78.31083438,78.31083438,1.95777086,0.587331258,29.48810204,,
TID_1_bumped_ir_0.8000,78.31083438,78.31083438,1.95777086,0.587331258,29.50979567,,
TID_1_bumped_ir_1.0000,78.31083438,78.31083438,1.95777086,0.587331258,29.53148998,,
TID_1_bumped_ir_-0.8000,78.31083438,78.31083438,1.95777086,0.587331258,29.33692187,,
TID_1_bumped_ir_-0.2000,78.31083438,78.31083438,1.95777086,0.587331258,29.40154892,,
TID_1_bumped_ir_-0.6000,78.31083438,78.31083438,1.95777086,0.587331258,29.35845532,,
TID_1_bumped_ir_0.2000,78.31083438,78.31083438,1.95777086,0.587331258,29.44479458,,
TID_1_bumped_ir_-0.1000,78.31083438,78.31083438,1.95777086,0.587331258,29.41235171,,
TID_1_bumped_vol_-8.0000,78.31083438,78.31083438,1.95777086,0.540344757,28.96104517,,
TID_1_bumped_vol_-2.0000,78.31083438,78.31083438,1.95777086,0.575584633,29.30662057,,
TID_1_bumped_vol_2.0000,78.31083438,78.31083438,1.95777086,0.599077883,29.54253544,,
TID_1_bumped_vol_8.0000,78.31083438,78.31083438,1.95777086,0.634317758,29.89858538,,
TID_1_bumped_vol_-9.0000,78.31083438,78.31083438,1.95777086,0.534471445,28.90503971,,
TID_1_bumped_vol_9.0000,78.31083438,78.31083438,1.95777086,0.640191071,29.96123476,,
TID_1_bumped_vol_-10.0000,78.31083438,78.31083438,1.95777086,0.528598132,28.84903846,,
TID_1_bumped_vol_-3.0000,78.31083438,78.31083438,1.95777086,0.56971132,29.24858233,,
TID_1_bumped_vol_3.0000,78.31083438,78.31083438,1.95777086,0.604951196,29.60194742,,
TID_1_bumped_vol_-4.0000,78.31083438,78.31083438,1.95777086,0.563838008,29.19041305,,
TID_1_bumped_vol_-1.0000,78.31083438,78.31083438,1.95777086,0.581457945,29.36468473,,
TID_1_bumped_vol_1.0000,78.31083438,78.31083438,1.95777086,0.59320457,29.48285415,,
TID_1_bumped_vol_4.0000,78.31083438,78.31083438,1.95777086,0.610824508,29.66059429,,
TID_1_bumped_vol_-5.0000,78.31083438,78.31083438,1.95777086,0.557964695,29.13230383,,
TID_1_bumped_vol_5.0000,78.31083438,78.31083438,1.95777086,0.616697821,29.71799223,,
TID_1_bumped_vol_-6.0000,78.31083438,78.31083438,1.95777086,0.552091382,29.07459507,,
TID_1_bumped_vol_6.0000,78.31083438,78.31083438,1.95777086,0.622571133,29.77335808,,
TID_1_bumped_vol_-7.0000,78.31083438,78.31083438,1.95777086,0.54621807,29.01754277,,
TID_1_bumped_vol_7.0000,78.31083438,78.31083438,1.95777086,0.628444446,29.83568076,,
TID_1_bumped_time_to_maturity_-34.0000,78.31083438,78.31083438,1.292128767,0.587331258,23.33469401,,
TID_1_bumped_time_to_maturity_-9.0000,78.31083438,78.31083438,1.781571482,0.587331258,27.99452865,,
TID_1_bumped_time_to_maturity_-39.0000,78.31083438,78.31083438,1.194240224,0.587331258,22.27595629,,
TID_1_bumped_time_to_maturity_-44.0000,78.31083438,78.31083438,1.096351681,0.587331258,21.17307621,,
TID_1_bumped_time_to_maturity_-49.0000,78.31083438,78.31083438,0.998463138,0.587331258,20.02328481,,
TID_1_bumped_time_to_maturity_-54.0000,78.31083438,78.31083438,0.900574595,0.587331258,18.82267869,,
TID_1_bumped_time_to_maturity_-14.0000,78.31083438,78.31083438,1.683682939,0.587331258,27.1449476,,
TID_1_bumped_time_to_maturity_-59.0000,78.31083438,78.31083438,0.802686052,0.587331258,17.56687553,,
TID_1_bumped_time_to_maturity_-64.0000,78.31083438,78.31083438,0.704797509,0.587331258,16.24917167,,
TID_1_bumped_time_to_maturity_-4.0000,78.31083438,78.31083438,1.879460025,0.587331258,28.8043386,,
TID_1_bumped_time_to_maturity_-69.0000,78.31083438,78.31083438,0.606908966,0.587331258,14.86049558,,
TID_1_bumped_time_to_maturity_-74.0000,78.31083438,78.31083438,0.509020423,0.587331258,13.38702993,,
TID_1_bumped_time_to_maturity_-79.0000,78.31083438,78.31083438,0.411131881,0.587331258,11.80662424,,
TID_1_bumped_time_to_maturity_-19.0000,78.31083438,78.31083438,1.585794396,0.587331258,26.2544428,,
TID_1_bumped_time_to_maturity_-84.0000,78.31083438,78.31083438,0.313243338,0.587331258,10.082554,,
TID_1_bumped_time_to_maturity_-89.0000,78.31083438,78.31083438,0.215354795,0.587331258,8.142983187,,
TID_1_bumped_time_to_maturity_-94.0000,78.31083438,78.31083438,0.117466252,0.587331258,5.812809699,,
TID_1_bumped_time_to_maturity_-99.0000,78.31083438,78.31083438,0.019577709,0.587331258,2.239702986,,
TID_1_bumped_time_to_maturity_-24.0000,78.31083438,78.31083438,1.487905853,0.587331258,25.32311195,,
TID_1_bumped_time_to_maturity_-29.0000,78.31083438,78.31083438,1.39001731,0.587331258,24.34998838,,
TID_2,63.24510919,63.24510919,1.58112773,0.474338319,18.72294833,,
TID_2_bumped_spot_-8.0000,58.18550045,63.24510919,1.58112773,0.474338319,15.12679824,,
TID_2_bumped_spot_-2.0000,61.980207,63.24510919,1.58112773,0.474338319,17.79649765,,
TID_2_bumped_spot_2.0000,64.51001137,63.24510919,1.58112773,0.474338319,19.66925274,,
TID_2_bumped_spot_8.0000,68.30471792,63.24510919,1.58112773,0.474338319,22.611213,,
TID_2_bumped_spot_-9.0000,57.55304936,63.24510919,1.58112773,0.474338319,14.69558503,,
TID_2_bumped_spot_9.0000,68.93716902,63.24510919,1.58112773,0.474338319,23.11520853,,
TID_2_bumped_spot_-10.0000,56.92059827,63.24510919,1.58112773,0.474338319,14.2682684,,
TID_2_bumped_spot_-3.0000,61.34775591,63.24510919,1.58112773,0.474338319,17.34184939,,
TID_2_bumped_spot_3.0000,65.14246246,63.24510919,1.58112773,0.474338319,20.14902308,,
TID_2_bumped_spot_-4.0000,60.71530482,63.24510919,1.58112773,0.474338319,16.89195172,,
TID_2_bumped_spot_-1.0000,62.6126581,63.24510919,1.58112773,0.474338319,18.25701993,,
TID_2_bumped_spot_1.0000,63.87756028,63.24510919,1.58112773,0.474338319,19.1940475,,
TID_2_bumped_spot_4.0000,65.77491356,63.24510919,1.58112773,0.474338319,20.63109926,,
TID_2_bumped_spot_-5.0000,60.08285373,63.24510919,1.58112773,0.474338319,16.44508088,,
TID_2_bumped_spot_5.0000,66.40736465,63.24510919,1.58112773,0.474338319,21.11968875,,
TID_2_bumped_spot_-6.0000,59.45040264,63.24510919,1.58112773,0.474338319,16.0025893,,
TID_2_bumped_spot_6.0000,67.03981574,63.24510919,1.58112773,0.474338319,21.61296566,,
TID_2_bumped_spot_-7.0000,58.81795155,63.24510919,1.58112773,0.474338319,15.5635572,,
TID_2_bumped_spot_7.0000,67.67226683,63.24510919,1.58112773,0.474338319,22.11068991,,
TID_2_bumped_strike_-8.0000,63.24510919,58.18550045,1.58112773,0.474338319,21.12471745,,
TID_2_bumped_strike_-2.0000,63.24510919,61.980207,1.58112773,0.474338319,19.29498392,,
TID_2_bumped_strike_2.0000,63.24510919,64.51001137,1.58112773,0.474338319,18.17069531,,
TID_2_bumped_strike_8.0000,63.24510919,68.30471792,1.58112773,0.474338319,16.61616348,,
TID_2_bumped_strike_-9.0000,63.24510919,57.55304936,1.58112773,0.474338319,21.44410622,,
TID_2_bumped_strike_9.0000,63.24510919,68.93716902,1.58112773,0.474338319,16.36704766,,
TID_2_bumped_strike_-10.0000,63.24510919,56.92059827,1.58112773,0.474338319,21.76852299,,
TID_2_bumped_strike_-3.0000,63.24510919,61.34775591,1.58112773,0.474338319,19.58784585,,
TID_2_bumped_strike_3.0000,63.24510919,65.14246246,1.58112773,0.474338319,17.90277634,,
TID_2_bumped_strike_-4.0000,63.24510919,60.71530482,1.58112773,0.474338319,19.88347939,,
TID_2_bumped_strike_-1.0000,63.24510919,62.6126581,1.58112773,0.474338319,19.00684105,,
TID_2_bumped_strike_1.0000,63.24510919,63.87756028,1.58112773,0.474338319,18.44422723,,
TID_2_bumped_strike_4.0000,63.24510919,65.77491356,1.58112773,0.474338319,17.63937435,,
TID_2_bumped_strike_-5.0000,63.24510919,60.08285373,1.58112773,0.474338319,20.18665036,,
TID_2_bumped_strike_5.0000,63.24510919,66.40736465,1.58112773,0.474338319,17.37847125,,
TID_2_bumped_strike_-6.0000,63.24510919,59.45040264,1.58112773,0.474338319,20.49483861,,
TID_2_bumped_strike_6.0000,63.24510919,67.03981574,1.58112773,0.474338319,17.12144705,,
TID_2_bumped_strike_-7.0000,63.24510919,58.81795155,1.58112773,0.474338319,20.80782309,,
TID_2_bumped_strike_7.0000,63.24510919,67.67226683,1.58112773,0.474338319,16.86786824,,
TID_2_bumped_ir_-0.9000,63.24510919,63.24510919,1.58112773,0.474338319,18.67080865,,
TID_2_bumped_ir_-0.7000,63.24510919,63.24510919,1.58112773,0.474338319,18.68238997,,
TID_2_bumped_ir_-0.5000,63.24510919,63.24510919,1.58112773,0.474338319,18.69397436,,
TID_2_bumped_ir_0.4000,63.24510919,63.24510919,1.58112773,0.474338319,18.74618053,,
TID_2_bumped_ir_0.5000,63.24510919,63.24510919,1.58112773,0.474338319,18.75199174,,
TID_2_bumped_ir_0.3000,63.24510919,63.24510919,1.58112773,0.474338319,18.74036954,,
TID_2_bumped_ir_0.7000,63.24510919,63.24510919,1.58112773,0.474338319,18.76361478,,
TID_2_bumped_ir_-0.0000,63.24510919,63.24510919,1.58112773,0.474338319,18.72294833,,
TID_2_bumped_ir_-0.4000,63.24510919,63.24510919,1.58112773,0.474338319,18.69976687,,
TID_2_bumped_ir_-0.3000,63.24510919,63.24510919,1.58112773,0.474338319,18.70555959,,
TID_2_bumped_ir_0.9000,63.24510919,63.24510919,1.58112773,0.474338319,18.77523866,,
TID_2_bumped_ir_0.1000,63.24510919,63.24510919,1.58112773,0.474338319,18.72874996,,
TID_2_bumped_ir_-1.0000,63.24510919,63.24510919,1.58112773,0.474338319,18.66503154,,
TID_2_bumped_ir_0.6000,63.24510919,63.24510919,1.58112773,0.474338319,18.75780315,,
TID_2_bumped_ir_0.8000,63.24510919,63.24510919,1.58112773,0.474338319,18.76942661,,
TID_2_bumped_ir_1.0000,63.24510919,63.24510919,1.58112773,0.474338319,18.78105092,,
TID_2_bumped_ir_-0.8000,63.24510919,63.24510919,1.58112773,0.474338319,18.67659809,,
TID_2_bumped_ir_-0.2000,63.24510919,63.24510919,1.58112773,0.474338319,18.71135252,,
TID_2_bumped_ir_-0.6000,63.24510919,63.24510919,1.58112773,0.474338319,18.68818206,,
TID_2_bumped_ir_0.2000,63.24510919,63.24510919,1.58112773,0.474338319,18.73455876,,
TID_2_bumped_ir_-0.1000,63.24510919,63.24510919,1.58112773,0.474338319,18.71714691,,
TID_2_bumped_vol_-8.0000,63.24510919,63.24510919,1.58112773,0.436391253,18.40608682,,
TID_2_bumped_vol_-2.0000,63.24510919,63.24510919,1.58112773,0.464851553,18.64218591,,
TID_2_bumped_vol_2.0000,63.24510919,63.24510919,1.58112773,0.483825085,18.80554403,,
TID_2_bumped_vol_8.0000,63.24510919,63.24510919,1.58112773,0.512285384,19.06122472,,
TID_2_bumped_vol_-9.0000,63.24510919,63.24510919,1.58112773,0.43164787,18.36734665,,
TID_2_bumped_vol_9.0000,63.24510919,63.24510919,1.58112773,0.517028768,19.10465895,,
TID_2_bumped_vol_-10.0000,63.24510919,63.24510919,1.58112773,0.426904487,18.32904318,,
TID_2_bumped_vol_-3.0000,63.24510919,63.24510919,1.58112773,0.460108169,18.60232202,,
TID_2_bumped_vol_3.0000,63.24510919,63.24510919,1.58112773,0.488568468,18.84729996,,
TID_2_bumped_vol_-4.0000,63.24510919,63.24510919,1.58112773,0.455364786,18.56268114,,
TID_2_bumped_vol_-1.0000,63.24510919,63.24510919,1.58112773,0.469594936,18.68234314,,
TID_2_bumped_vol_1.0000,63.24510919,63.24510919,1.58112773,0.479081702,18.76400176,,
TID_2_bumped_vol_4.0000,63.24510919,63.24510919,1.58112773,0.493311852,18.88916368,,
TID_2_bumped_vol_-5.0000,63.24510919,63.24510919,1.58112773,0.450621403,18.5233497,,
TID_2_bumped_vol_5.0000,63.24510919,63.24510919,1.58112773,0.498055235,18.93159003,,
TID_2_bumped_vol_-6.0000,63.24510919,63.24510919,1.58112773,0.44587802,18.48415804,,
TID_2_bumped_vol_6.0000,63.24510919,63.24510919,1.58112773,0.502798618,18.97459063,,
TID_2_bumped_vol_-7.0000,63.24510919,63.24510919,1.58112773,0.441134637,18.44506852,,
TID_2_bumped_vol_7.0000,63.24510919,63.24510919,1.58112773,0.507542001,19.0178036,,
